"Experiment","Role","Path","Bytes","Modified"
"12","Document / other","output/checks/view-elevation/20260914-152538/index.html","791384","2026-09-14 15:31:37"
"12","Document / other","output/checks/view-elevation/20260914-152538/viewer-fragment.html","790415","2026-09-14 15:31:37"
"12","Document / other","view_elevation/__pycache__/core.cpython-312.pyc","22101","2026-09-14 15:24:01"
"12","Document / other","view_elevation/__pycache__/verify.cpython-312.pyc","8263","2026-09-14 15:24:01"
"12","Document / other","view_elevation/README.md","3214","2026-09-14 15:31:07"
"12","Document / other","view_elevation/tests/__pycache__/test_views.cpython-312.pyc","8073","2026-09-14 15:25:38"
"12","Document / other","view_elevation/viewer.html","7624","2026-09-14 15:31:07"
"13","Code / configuration","phase0/preview.py","2160","2026-09-14 17:26:37"
"13","Code / configuration","phase0/run.py","4831","2026-09-14 17:26:37"
"13","Code / configuration","phase0/tests/test_phase0.py","1624","2026-09-14 17:28:13"
"13","Data / report","output/checks/phase0/20260914-172638/report.json","1540991","2026-09-14 17:26:51"
"13","Document / other","output/checks/phase0/20260914-172638/index.html","673","2026-09-14 17:26:51"
"13","Document / other","phase0/__pycache__/preview.cpython-312.pyc","4748","2026-09-14 17:26:51"
"13","Document / other","phase0/__pycache__/run.cpython-312.pyc","10225","2026-09-14 17:28:14"
"13","Document / other","phase0/README.md","2864","2026-09-14 17:28:13"
"13","Document / other","phase0/tests/__pycache__/test_phase0.cpython-312.pyc","4422","2026-09-14 17:28:14"
"13","Image","output/checks/phase0/20260914-172638/parallel.png","72151","2026-09-14 17:26:51"
"13","Image","output/checks/phase0/20260914-172638/staggered.png","73369","2026-09-14 17:26:51"
